,r,p_value
0,0.05299620664696818,0.27247275272472754
1,0.07713145241747914,0.194980501949805
2,-0.09476166856280355,0.1498850114988501
3,-0.00845973793430873,0.47105289471052897
4,0.0948387935856517,0.14138586141385862
5,0.1299161092656381,0.08749125087491251
6,0.1129199325789956,0.11118888111188881
7,0.0415039064414567,0.31416858314168583
8,0.004080233582034289,0.47325267473252675
9,0.015714828183810377,0.42585741425857415
10,-0.0025045740658944304,0.48785121487851213
11,0.13037296868818277,0.07589241075892411
12,0.11464869105531168,0.1070892910708929
13,0.008746287145852238,0.45535446455354467
14,0.07279730358629691,0.22597740225977403
15,0.09248912765617924,0.15378462153784622
16,0.005179323055846425,0.4801519848015198
17,-0.05606763071355447,0.28957104289571045
18,0.07470887829040061,0.18538146185381463
19,0.02982066123137783,0.36496350364963503
20,0.12002978197604522,0.09109089091090891
21,0.15330907914358866,0.053594640535946404
22,-0.05253582517789177,0.2786721327867213
23,0.009746766195773039,0.44595540445955406
24,0.11288852307808961,0.10568943105689431
25,0.05570755190166394,0.2745725427457254
26,0.05737551380132483,0.25777422257774224
27,0.008029055388851451,0.45615438456154384
28,0.038995450280596415,0.3280671932806719
29,0.021890743656197857,0.39886011398860116
30,0.041766920263227404,0.3133686631336866
31,0.23858825336349102,0.005099490050994901
32,-0.006404135374247285,0.47635236476352366
33,0.0682102254955557,0.23567643235676433
34,-0.0371803466322759,0.35426457354264573
35,0.06590893389598156,0.23897610238976102
36,0.15543612926086506,0.05089491050894911
37,0.01627715180438919,0.415958404159584
38,0.1106945874521077,0.1045895410458954
39,-0.1565311211453854,0.028997100289971003
40,0.07745315330436862,0.1972802719728027
41,-0.06630666260613262,0.22527747225277472
42,0.0029544169147514097,0.47085291470852914
43,0.07971666208775824,0.1862813718628137
44,-0.01364538508151877,0.43595640435956406
45,-0.06281245759277446,0.25817418258174185
46,0.2670576167361558,0.0014998500149985001
47,0.023232402619887748,0.37866213378662134
48,-0.009493071074533333,0.46305369463053697
49,0.06157512779259187,0.2542745725427457
