,r,p_value
0,0.07947179188523024,0.15558444155584442
1,0.1612474226609872,0.025697430256974303
2,0.08001102061603269,0.16868313168683133
3,0.18577784595123284,0.014798520147985201
4,0.13136682529851504,0.042695730426957304
5,0.12406673242349675,0.0585941405859414
6,0.13758653702727142,0.0448955104489551
7,0.1006102171408515,0.11378862113788621
8,0.10221112316013631,0.09549045095490451
9,0.22708982274993092,0.0036996300369963003
10,0.019144673324879315,0.39846015398460155
11,0.13328612810915008,0.05219478052194781
12,0.09331296973644199,0.14338566143385661
13,0.14668480972250103,0.0187981201879812
14,0.251168965319775,0.000999900009999
15,0.23025943189818449,0.0023997600239976003
16,0.21011557241055503,0.0036996300369963003
17,0.1755058865640955,0.014498550144985502
18,0.31141870430617236,9.999000099990002e-05
19,-0.00329756312756255,0.49495050494950504
20,0.07100083809719664,0.1987801219878012
21,0.13022028867047017,0.05349465053494651
22,0.17257486270564837,0.009599040095990401
23,0.07608963320032812,0.16978302169783022
24,0.1177239644209328,0.0760923907609239
25,0.1341101451320603,0.058994100589941006
26,0.07664646520397332,0.1715828417158284
27,0.11126002540250715,0.08209179082091791
28,0.14351640439918453,0.0314968503149685
29,0.1694415586244963,0.0235976402359764
30,0.20009759351441903,0.007999200079992
31,0.3270981060137767,9.999000099990002e-05
32,0.04417773829049033,0.28447155284471554
33,0.028109614956081115,0.35026497350264973
34,0.0921869623363236,0.1272872712728727
35,0.1971826701558473,0.007399260073992601
36,0.1887161395645824,0.008899110088991101
37,0.30044112330421624,9.999000099990002e-05
38,0.11642730967673796,0.06469353064693531
39,0.12175676190904818,0.0648935106489351
40,0.17540725182653594,0.016698330166983303
41,0.020960784261910538,0.38836116388361164
42,0.09592295059043547,0.10648935106489352
43,0.17836437326190102,0.015898410158984102
44,0.08386487697950532,0.13408659134086592
45,-0.002122558906006326,0.5018498150184981
46,0.3599832379416169,9.999000099990002e-05
47,0.1094308281876007,0.09449055094490551
48,0.08850498465786301,0.12958704129587043
49,0.16964671332376827,0.0182981701829817
