,r,p_value
0,0.05299620664696818,0.2735726427357264
1,0.07713145241747914,0.19768023197680232
2,-0.09476166856280355,0.1513848615138486
3,-0.00845973793430873,0.4684531546845315
4,0.0948387935856517,0.13558644135586442
5,0.1299161092656381,0.08189181081891811
6,0.1129199325789956,0.10718928107189281
7,0.0415039064414567,0.3140685931406859
8,0.004080233582034289,0.48165183481651835
9,0.015714828183810377,0.41385861413858616
10,-0.0025045740658944304,0.4991500849915009
11,0.13037296868818277,0.07539246075392461
12,0.11464869105531168,0.11258874112588742
13,0.008746287145852238,0.44995500449955006
14,0.07279730358629691,0.2248775122487751
15,0.09248912765617924,0.15258474152584742
16,0.005179323055846425,0.47255274472552744
17,-0.05606763071355447,0.29087091290870914
18,0.07470887829040061,0.18748125187481252
19,0.02982066123137783,0.35926407359264073
20,0.12002978197604522,0.08809119088091191
21,0.15330907914358866,0.049795020497950204
22,-0.05253582517789177,0.26997300269973
23,0.009746766195773039,0.45265473452654736
24,0.11288852307808961,0.10568943105689431
25,0.05570755190166394,0.26747325267473254
26,0.05737551380132483,0.24997500249975002
27,0.008029055388851451,0.45295470452954706
28,0.038995450280596415,0.32116788321167883
29,0.021890743656197857,0.40035996400359963
30,0.041766920263227404,0.31696830316968305
31,0.23858825336349102,0.0059994000599940004
32,-0.006404135374247285,0.46915308469153083
33,0.0682102254955557,0.23057694230576942
34,-0.0371803466322759,0.35596440355964404
35,0.06590893389598156,0.23567643235676433
36,0.15543612926086506,0.0463953604639536
37,0.01627715180438919,0.4186581341865813
38,0.1106945874521077,0.10208979102089791
39,-0.1565311211453854,0.033396660333966606
40,0.07745315330436862,0.20217978202179782
41,-0.06630666260613262,0.23157684231576842
42,0.0029544169147514097,0.47105289471052897
43,0.07971666208775824,0.1830816918308169
44,-0.01364538508151877,0.44075592440755923
45,-0.06281245759277446,0.24947505249475052
46,0.2670576167361558,0.0017998200179982
47,0.023232402619887748,0.37346265373462656
48,-0.009493071074533333,0.47255274472552744
49,0.06157512779259187,0.254974502549745
