,r,p_value
0,-0.021248866726783187,0.41915808419158085
1,0.07332549133010625,0.20837916208379162
2,-0.1374408516167273,0.0653934606539346
3,0.054768355544195645,0.2770722927707229
4,0.031466557601237385,0.34656534346565343
5,0.035591116042098754,0.33786621337866213
6,0.21153709330152354,0.007099290070992901
7,0.08883634807694814,0.15928407159284072
8,0.02786327469937214,0.36326367363263673
9,0.04931940102375305,0.2946705329467053
10,0.0005753960081292032,0.48655134486551344
11,0.04279375045816296,0.3190680931906809
12,0.10928212399052344,0.1361863813618638
13,0.1310489516853793,0.041195880411958805
14,0.10777865954928692,0.1222877712228777
15,0.1457515170971813,0.05119488051194881
16,0.08359807660167612,0.16828317168283172
17,-0.03750518782435596,0.33896610338966104
18,0.10694952485293617,0.1090890910908909
19,-0.04437695623415694,0.30686931306869314
20,0.0417247841127931,0.31486851314868514
21,0.11588827258055553,0.100989901009899
22,0.04381097986610088,0.29187081291870814
23,-0.054536377479428494,0.2705729427057294
24,0.08926457711342825,0.15248475152484753
25,-0.06157449721785474,0.25977402259774024
26,0.026557051742909708,0.37746225377462256
27,-0.01213996701901516,0.45385461453854614
28,0.008687175923494495,0.45625437456254375
29,0.07121836966752208,0.21487851214878512
30,0.09552604438015093,0.14158584141585842
31,0.15681900735516452,0.0428957104289571
32,-0.12637598258133437,0.067993200679932
33,0.004345320322525062,0.47955204479552044
34,0.02456347022099296,0.39586041395860416
35,0.15865568794469706,0.0362963703629637
36,0.09821604639974425,0.13018698130186981
37,0.03212093137544238,0.3478652134786521
38,0.01482490608280065,0.42525747425257476
39,-0.040380699156114565,0.3194680531946805
40,0.08872902884268732,0.1508849115088491
41,-0.12039846412034917,0.08409159084091591
42,-0.0244377084234383,0.3875612438756124
43,0.04260319765160051,0.30826917308269175
44,-0.0392316566981268,0.32566743325667435
45,-0.15362205746211438,0.0344965503449655
46,0.2440767056654264,0.0035996400359964
47,-0.004284613172832628,0.48305169483051696
48,-0.02456385085883428,0.39146085391460855
49,-0.061570977464322066,0.25247475252474755
