,r,p_value
0,0.07956744437522834,0.1623837616238376
1,0.12271330515302825,0.07129287071292871
2,-0.09125781126891115,0.1356864313568643
3,0.02015279072216245,0.395960403959604
4,0.14689678151041652,0.035896410358964105
5,0.217935256907645,0.005699430056994301
6,0.07996853362125443,0.1670832916708329
7,0.13214060628505128,0.047295270472952705
8,-0.0013803010868207602,0.49365063493650635
9,0.2069559469837793,0.011498850114988501
10,0.01808380546535463,0.41135886411358863
11,0.17208345219434534,0.0187981201879812
12,0.10502154304917274,0.11538846115388461
13,0.07701609219864464,0.16598340165983402
14,0.19254407127141074,0.015398460153984602
15,0.12250253031105017,0.0648935106489351
16,0.13250701490289177,0.0575942405759424
17,0.06825593150773436,0.21547845215478453
18,0.21998677867736605,0.0034996500349965005
19,0.035365097660674596,0.3294670532946705
20,0.11680379962005041,0.0807919208079192
21,0.13917412301025278,0.0496950304969503
22,0.12324152977740611,0.0608939106089391
23,0.08722267492091804,0.14678532146785322
24,0.11759128456887095,0.07279272072792721
25,0.18545279258123062,0.0182981701829817
26,0.07946071440280951,0.16548345165483452
27,0.11340128818097585,0.09109089091090891
28,0.18154323695767063,0.0131986801319868
29,0.0616544536429414,0.22027797220277973
30,0.08482061538052747,0.14388561143885611
31,0.3560124665084261,9.999000099990002e-05
32,0.11370234760023273,0.07989201079892011
33,0.062100196768632425,0.22897710228977103
34,0.08888866315579955,0.1533846615338466
35,0.11522808806905707,0.08799120087991201
36,0.18691042738200742,0.0122987701229877
37,0.2096184271065519,0.0066993300669933005
38,0.15388367843648254,0.030796920307969204
39,0.02975996034578061,0.35066493350664935
40,0.10667848310652737,0.10088991100889912
41,0.0722380297048218,0.1755824417558244
42,0.1311897668771828,0.04989501049895011
43,0.21978238754705415,0.004199580041995801
44,0.13077833605128852,0.05069493050694931
45,0.04247005638813934,0.3026697330266973
46,0.35772495407970795,9.999000099990002e-05
47,0.08706419882020515,0.1034896510348965
48,0.11337509524334553,0.0806919308069193
49,0.15500494373642137,0.038196180381961806
