,r,p_value
0,-0.021248866726783187,0.41105889411058893
1,0.07332549133010625,0.20327967203279673
2,-0.1374408516167273,0.06669333066693331
3,0.054768355544195645,0.27717228277172284
4,0.031466557601237385,0.35226477352264773
5,0.035591116042098754,0.3340665933406659
6,0.21153709330152354,0.0093990600939906
7,0.08883634807694814,0.16568343165683433
8,0.02786327469937214,0.37596240375962403
9,0.04931940102375305,0.290970902909709
10,0.0005753960081292032,0.48955104489551043
11,0.04279375045816296,0.3086691330866913
12,0.10928212399052344,0.1317868213178682
13,0.1310489516853793,0.042695730426957304
14,0.10777865954928692,0.12738726127387262
15,0.1457515170971813,0.055594440555944404
16,0.08359807660167612,0.1663833616638336
17,-0.03750518782435596,0.3457654234576542
18,0.10694952485293617,0.10318968103189681
19,-0.04437695623415694,0.3123687631236876
20,0.0417247841127931,0.32126787321267875
21,0.11588827258055553,0.09879012098790121
22,0.04381097986610088,0.30046995300469953
23,-0.054536377479428494,0.27117288271172885
24,0.08926457711342825,0.1593840615938406
25,-0.06157449721785474,0.26247375262473754
26,0.026557051742909708,0.37496250374962503
27,-0.01213996701901516,0.45225477452254775
28,0.008687175923494495,0.45385461453854614
29,0.07121836966752208,0.21397860213978603
30,0.09552604438015093,0.1463853614638536
31,0.15681900735516452,0.0428957104289571
32,-0.12637598258133437,0.0673932606739326
33,0.004345320322525062,0.47265273472652736
34,0.02456347022099296,0.38176182381761825
35,0.15865568794469706,0.032896710328967106
36,0.09821604639974425,0.12838716128387162
37,0.03212093137544238,0.34436556344365565
38,0.01482490608280065,0.4286571342865713
39,-0.040380699156114565,0.33486651334866513
40,0.08872902884268732,0.1638836116388361
41,-0.12039846412034917,0.0775922407759224
42,-0.0244377084234383,0.39816018398160186
43,0.04260319765160051,0.31056894310568944
44,-0.0392316566981268,0.32586741325867413
45,-0.15362205746211438,0.03899610038996101
46,0.2440767056654264,0.0036996300369963003
47,-0.004284613172832628,0.49405059494050596
48,-0.02456385085883428,0.40645935406459355
49,-0.061570977464322066,0.24947505249475052
